severity,category,shot_id,session_id,club,carry,total,ball_speed,club_speed,smash,launch_angle,back_spin,reason
MEDIUM,club_normalization,41422_85396_1296132,41422,Silvertip Sgt Tour Rd 1,1.9,2.7,10.3,8.5,1.21,27.94,1059,"Club name 'Silvertip Sgt Tour Rd 1' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,41422_85396_1296134,41422,Silvertip Sgt Tour Rd 1,31.8,33.8,41.4,45.7,0.91,30.05,6025,"Club name 'Silvertip Sgt Tour Rd 1' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,41422_85396_1296135,41422,Silvertip Sgt Tour Rd 1,213.4,224.4,134.9,92.6,1.46,18.42,5925,"Club name 'Silvertip Sgt Tour Rd 1' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,41422_85396_1296137,41422,Silvertip Sgt Tour Rd 1,299.1,318.6,161.7,108.5,1.49,14.4,2009,"Club name 'Silvertip Sgt Tour Rd 1' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,41422_85396_1296138,41422,Silvertip Sgt Tour Rd 1,2.0,2.8,10.3,8.7,1.18,29.26,823,"Club name 'Silvertip Sgt Tour Rd 1' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,41422_85396_1296139,41422,Silvertip Sgt Tour Rd 1,25.3,26.6,36.9,39.5,0.93,29.63,6003,"Club name 'Silvertip Sgt Tour Rd 1' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,41422_85396_1296140,41422,Silvertip Sgt Tour Rd 1,111.2,112.6,86.4,83.0,1.04,30.82,10316,"Club name 'Silvertip Sgt Tour Rd 1' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,41422_85396_1296141,41422,Silvertip Sgt Tour Rd 1,277.8,295.8,157.6,109.3,1.44,13.99,3168,"Club name 'Silvertip Sgt Tour Rd 1' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,41422_85396_1296142,41422,Silvertip Sgt Tour Rd 1,161.0,168.6,109.8,90.4,1.21,21.31,7278,"Club name 'Silvertip Sgt Tour Rd 1' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,41422_85396_1296143,41422,Silvertip Sgt Tour Rd 1,135.2,137.2,99.8,86.5,1.15,28.13,10343,"Club name 'Silvertip Sgt Tour Rd 1' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,41422_85396_1296144,41422,Silvertip Sgt Tour Rd 1,56.6,61.8,62.3,52.2,1.19,17.59,6005,"Club name 'Silvertip Sgt Tour Rd 1' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,41422_85396_1296145,41422,Silvertip Sgt Tour Rd 1,221.6,242.1,128.5,85.9,1.5,16.84,1872,"Club name 'Silvertip Sgt Tour Rd 1' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,41422_85396_1296146,41422,Silvertip Sgt Tour Rd 1,133.0,135.6,98.4,85.5,1.15,29.58,9813,"Club name 'Silvertip Sgt Tour Rd 1' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,41422_85396_1296147,41422,Silvertip Sgt Tour Rd 1,255.1,269.9,150.6,100.0,1.51,14.87,4576,"Club name 'Silvertip Sgt Tour Rd 1' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,41422_85396_1296148,41422,Silvertip Sgt Tour Rd 1,1.9,3.3,11.3,8.6,1.31,21.25,434,"Club name 'Silvertip Sgt Tour Rd 1' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,41422_85396_1296149,41422,Silvertip Sgt Tour Rd 1,145.9,150.9,103.2,86.9,1.19,21.83,8837,"Club name 'Silvertip Sgt Tour Rd 1' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,41422_85396_1296150,41422,Silvertip Sgt Tour Rd 1,115.9,119.5,87.6,79.3,1.1,25.68,9131,"Club name 'Silvertip Sgt Tour Rd 1' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,41422_85396_1296151,41422,Silvertip Sgt Tour Rd 1,310.5,335.1,162.1,110.5,1.47,15.7,1837,"Club name 'Silvertip Sgt Tour Rd 1' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,41422_85396_1296152,41422,Silvertip Sgt Tour Rd 1,312.9,335.9,163.7,111.0,1.47,16.86,2245,"Club name 'Silvertip Sgt Tour Rd 1' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,41422_85396_1296153,41422,Silvertip Sgt Tour Rd 1,22.9,25.6,38.5,35.5,1.08,21.16,4907,"Club name 'Silvertip Sgt Tour Rd 1' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,41422_85396_1296154,41422,Silvertip Sgt Tour Rd 1,241.3,256.6,142.2,94.4,1.51,19.63,4277,"Club name 'Silvertip Sgt Tour Rd 1' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,26907_57095_902114,26907,Streamsong Front,64.5,67.9,61.0,66.3,0.92,34.05,6350,"Club name 'Streamsong Front' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,26907_57095_902115,26907,Streamsong Front,188.0,196.9,131.2,91.0,1.44,11.82,5783,"Club name 'Streamsong Front' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,26907_57095_902116,26907,Streamsong Front,215.7,225.8,148.2,98.9,1.5,11.38,5334,"Club name 'Streamsong Front' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,26907_57095_902117,26907,Streamsong Front,123.8,124.7,98.5,85.2,1.16,24.86,10303,"Club name 'Streamsong Front' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,26907_57095_902118,26907,Streamsong Front,217.0,232.9,134.4,94.0,1.43,11.94,2523,"Club name 'Streamsong Front' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,26907_57095_902119,26907,Streamsong Front,13.2,14.8,25.5,23.5,1.09,34.53,3079,"Club name 'Streamsong Front' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,26907_57095_902120,26907,Streamsong Front,174.0,181.6,124.0,93.3,1.33,18.44,6412,"Club name 'Streamsong Front' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,26907_57095_902121,26907,Streamsong Front,80.1,83.9,70.4,73.9,0.95,34.32,6674,"Club name 'Streamsong Front' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,26907_57095_902122,26907,Streamsong Front,231.0,245.2,151.9,100.9,1.51,10.95,3313,"Club name 'Streamsong Front' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,26907_57095_902123,26907,Streamsong Front,1.7,2.1,9.3,9.9,0.94,31.38,1247,"Club name 'Streamsong Front' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,26907_57095_902124,26907,Streamsong Front,15.1,16.4,27.3,32.0,0.85,35.68,3865,"Club name 'Streamsong Front' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,26907_57095_902125,26907,Streamsong Front,76.0,79.5,69.2,80.2,0.86,39.16,6448,"Club name 'Streamsong Front' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,26907_57095_902126,26907,Streamsong Front,91.4,91.1,78.5,82.9,0.95,30.8,10218,"Club name 'Streamsong Front' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,26907_57095_902127,26907,Streamsong Front,238.5,252.5,150.3,100.2,1.5,13.61,3718,"Club name 'Streamsong Front' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,26907_57095_902128,26907,Streamsong Front,121.4,122.6,96.7,85.6,1.13,25.14,10015,"Club name 'Streamsong Front' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,26907_57095_902129,26907,Streamsong Front,217.8,234.6,140.0,101.6,1.38,10.48,2092,"Club name 'Streamsong Front' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,26907_57095_902130,26907,Streamsong Front,22.2,24.5,33.0,44.0,0.75,41.58,3412,"Club name 'Streamsong Front' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,26907_57095_902131,26907,Streamsong Front,14.1,15.2,26.3,36.9,0.71,36.06,3834,"Club name 'Streamsong Front' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,26907_57095_902132,26907,Streamsong Front,221.6,233.7,145.4,96.5,1.51,10.62,4138,"Club name 'Streamsong Front' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,26907_57095_902133,26907,Streamsong Front,225.1,237.4,148.0,98.3,1.51,8.09,4105,"Club name 'Streamsong Front' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,26907_57095_902134,26907,Streamsong Front,67.5,69.9,63.0,68.5,0.92,33.75,7394,"Club name 'Streamsong Front' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,26907_57095_902135,26907,Streamsong Front,230.7,243.8,147.3,97.7,1.51,13.15,4033,"Club name 'Streamsong Front' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905262,27056,60 Shot Challenge,49.5,52.1,52.4,55.8,0.94,30.11,6504,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905263,27056,60 Shot Challenge,68.9,69.7,64.4,64.7,1.0,28.33,9034,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905264,27056,60 Shot Challenge,50.6,51.3,54.0,57.0,0.95,26.42,8535,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905265,27056,60 Shot Challenge,108.4,108.0,89.6,85.9,1.04,27.53,10834,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905266,27056,60 Shot Challenge,102.0,102.6,84.9,81.4,1.04,28.77,9976,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905267,27056,60 Shot Challenge,96.8,98.9,81.1,83.4,0.97,30.45,8626,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905268,27056,60 Shot Challenge,142.8,145.7,109.2,86.4,1.26,21.36,9209,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905269,27056,60 Shot Challenge,145.7,152.2,107.4,86.5,1.24,20.11,6710,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905270,27056,60 Shot Challenge,154.2,160.3,113.0,85.8,1.32,19.78,7110,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905271,27056,60 Shot Challenge,71.9,72.5,66.2,70.3,0.94,28.59,9236,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905272,27056,60 Shot Challenge,69.6,70.2,64.6,67.3,0.96,30.05,9052,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905273,27056,60 Shot Challenge,49.0,51.1,52.1,61.4,0.85,30.85,6857,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905274,27056,60 Shot Challenge,162.6,171.0,115.4,88.6,1.3,19.33,5716,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905275,27056,60 Shot Challenge,170.0,176.4,123.7,92.4,1.34,18.88,7151,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905276,27056,60 Shot Challenge,163.3,169.6,119.0,89.9,1.32,19.92,7133,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905277,27056,60 Shot Challenge,286.4,306.6,161.5,109.8,1.47,12.15,1863,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905278,27056,60 Shot Challenge,268.7,285.5,152.8,108.5,1.41,15.19,1951,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905279,27056,60 Shot Challenge,214.1,228.3,146.4,104.0,1.41,6.29,2726,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905280,27056,60 Shot Challenge,85.7,86.0,74.7,76.3,0.98,29.63,9797,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905281,27056,60 Shot Challenge,83.7,83.8,73.3,77.2,0.95,29.0,9897,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905282,27056,60 Shot Challenge,88.9,89.2,76.5,77.7,0.98,29.33,9826,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905283,27056,60 Shot Challenge,130.8,133.4,102.1,84.4,1.21,24.71,9080,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905284,27056,60 Shot Challenge,120.7,123.1,95.2,81.6,1.17,23.94,9195,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905285,27056,60 Shot Challenge,134.9,138.2,103.9,82.4,1.26,23.58,8763,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905286,27056,60 Shot Challenge,96.6,95.3,82.3,82.8,0.99,28.3,11245,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905287,27056,60 Shot Challenge,89.2,87.9,77.5,79.8,0.97,29.79,10983,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905288,27056,60 Shot Challenge,87.8,89.4,75.3,80.1,0.94,29.48,8887,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905289,27056,60 Shot Challenge,72.0,72.6,66.1,69.5,0.95,28.41,9278,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905290,27056,60 Shot Challenge,64.8,65.3,61.8,64.0,0.97,28.28,9139,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905291,27056,60 Shot Challenge,75.3,76.0,68.2,66.5,1.03,27.54,9379,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905292,27056,60 Shot Challenge,175.7,184.5,122.9,89.1,1.38,18.52,5699,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905293,27056,60 Shot Challenge,168.5,178.3,117.0,89.0,1.31,15.98,4929,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905294,27056,60 Shot Challenge,12.0,15.1,31.3,32.2,0.97,71.87,-49,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905295,27056,60 Shot Challenge,254.7,273.8,149.2,101.3,1.47,17.6,2125,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905296,27056,60 Shot Challenge,255.7,277.8,148.2,103.3,1.43,13.53,1361,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905297,27056,60 Shot Challenge,156.2,162.8,125.6,101.7,1.24,32.55,6697,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905298,27056,60 Shot Challenge,64.0,64.3,61.5,64.1,0.96,28.46,9220,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905299,27056,60 Shot Challenge,56.7,58.2,57.5,59.4,0.97,27.68,8052,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905300,27056,60 Shot Challenge,68.6,71.8,66.2,65.2,1.02,20.83,7575,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905301,27056,60 Shot Challenge,103.4,103.1,86.1,83.7,1.03,28.16,10650,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905302,27056,60 Shot Challenge,109.7,111.4,89.1,84.3,1.06,27.92,9282,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905303,27056,60 Shot Challenge,105.8,106.1,87.2,83.1,1.05,27.1,10263,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905304,27056,60 Shot Challenge,125.6,128.4,98.2,83.2,1.18,24.12,8969,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905305,27056,60 Shot Challenge,120.1,122.6,95.0,81.4,1.17,25.76,9054,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905306,27056,60 Shot Challenge,140.6,145.7,105.7,82.9,1.28,22.37,7616,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905307,27056,60 Shot Challenge,83.6,82.2,74.1,77.7,0.95,30.34,10945,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905308,27056,60 Shot Challenge,85.1,85.1,74.2,73.5,1.01,28.72,10023,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905309,27056,60 Shot Challenge,84.1,83.0,73.9,73.9,1.0,28.37,10869,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905310,27056,60 Shot Challenge,132.4,137.6,100.2,81.1,1.24,21.7,7413,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905311,27056,60 Shot Challenge,134.9,138.7,103.6,81.8,1.27,23.35,8400,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905312,27056,60 Shot Challenge,154.6,160.1,114.7,86.5,1.33,21.39,7519,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905313,27056,60 Shot Challenge,92.9,92.3,79.4,78.2,1.02,28.27,10705,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905314,27056,60 Shot Challenge,86.2,86.5,74.8,77.3,0.97,29.38,9798,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905315,27056,60 Shot Challenge,94.9,94.2,80.9,80.2,1.01,28.81,10772,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905316,27056,60 Shot Challenge,80.1,80.1,71.2,70.8,1.01,25.91,10136,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905317,27056,60 Shot Challenge,66.4,69.6,62.3,67.8,0.92,31.55,6818,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905318,27056,60 Shot Challenge,88.5,88.6,76.1,74.8,1.02,28.49,10018,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905319,27056,60 Shot Challenge,45.5,48.0,49.8,50.8,0.98,32.45,6154,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905320,27056,60 Shot Challenge,46.9,49.9,50.8,51.0,1.0,30.03,5967,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57321_905321,27056,60 Shot Challenge,27.1,29.6,39.6,51.9,0.76,26.52,4921,"Club name '60 Shot Challenge' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57322_905322,27056,Par 3 Tourney,150.4,157.0,110.4,87.4,1.26,21.75,6739,"Club name 'Par 3 Tourney' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57322_905324,27056,Par 3 Tourney,6.5,8.5,17.7,13.4,1.32,35.04,1022,"Club name 'Par 3 Tourney' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57322_905327,27056,Par 3 Tourney,94.6,93.0,81.4,79.8,1.02,29.2,11393,"Club name 'Par 3 Tourney' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57322_905332,27056,Par 3 Tourney,14.4,15.8,28.1,30.2,0.93,28.3,4198,"Club name 'Par 3 Tourney' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57322_905335,27056,Par 3 Tourney,99.3,97.5,84.7,83.5,1.01,29.25,11591,"Club name 'Par 3 Tourney' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57322_905339,27056,Par 3 Tourney,83.2,82.6,73.2,71.8,1.02,28.62,10475,"Club name 'Par 3 Tourney' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57322_905341,27056,Par 3 Tourney,150.3,156.5,110.6,84.0,1.32,20.68,7022,"Club name 'Par 3 Tourney' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57322_905345,27056,Par 3 Tourney,93.7,92.6,80.2,79.9,1.0,28.21,11094,"Club name 'Par 3 Tourney' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57322_905348,27056,Par 3 Tourney,93.7,93.3,79.9,81.6,0.98,28.76,10477,"Club name 'Par 3 Tourney' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57322_905350,27056,Par 3 Tourney,16.5,17.8,29.0,39.1,0.74,33.35,4306,"Club name 'Par 3 Tourney' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57322_905355,27056,Par 3 Tourney,138.1,143.8,103.5,85.0,1.22,20.69,7127,"Club name 'Par 3 Tourney' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57322_905359,27056,Par 3 Tourney,2.8,3.7,12.4,11.4,1.09,28.09,1380,"Club name 'Par 3 Tourney' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57322_905361,27056,Par 3 Tourney,107.0,108.4,87.6,81.6,1.07,27.61,9540,"Club name 'Par 3 Tourney' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57322_905363,27056,Par 3 Tourney,94.5,94.3,80.8,79.7,1.01,31.08,10263,"Club name 'Par 3 Tourney' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57322_905366,27056,Par 3 Tourney,95.6,95.7,80.9,81.9,0.99,28.73,10205,"Club name 'Par 3 Tourney' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57322_905372,27056,Par 3 Tourney,105.6,105.1,87.9,83.4,1.05,27.87,10811,"Club name 'Par 3 Tourney' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57322_905374,27056,Par 3 Tourney,2.3,3.0,11.7,11.2,1.04,25.32,1485,"Club name 'Par 3 Tourney' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57322_905379,27056,Par 3 Tourney,6.4,8.0,18.7,17.1,1.09,28.06,1871,"Club name 'Par 3 Tourney' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57322_905382,27056,Par 3 Tourney,143.2,148.0,107.6,86.1,1.25,19.35,7853,"Club name 'Par 3 Tourney' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57322_905386,27056,Par 3 Tourney,127.1,129.4,99.9,83.5,1.2,24.83,9324,"Club name 'Par 3 Tourney' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57322_905388,27056,Par 3 Tourney,97.5,99.2,81.4,79.2,1.03,28.93,9081,"Club name 'Par 3 Tourney' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57322_905391,27056,Par 3 Tourney,3.7,4.6,14.8,13.5,1.1,25.91,1710,"Club name 'Par 3 Tourney' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57322_905393,27056,Par 3 Tourney,105.2,106.5,86.4,81.8,1.06,28.41,9544,"Club name 'Par 3 Tourney' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57322_905398,27056,Par 3 Tourney,109.0,109.9,89.0,83.3,1.07,26.32,9976,"Club name 'Par 3 Tourney' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57322_905400,27056,Par 3 Tourney,3.9,5.6,14.7,11.1,1.32,27.25,671,"Club name 'Par 3 Tourney' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27056_57322_905403,27056,Par 3 Tourney,124.3,127.1,97.9,84.6,1.16,26.45,8831,"Club name 'Par 3 Tourney' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27402_58070_916332,27402,Par3,5.6,7.4,19.6,16.4,1.2,20.58,1785,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27402_58070_916333,27402,Par3,121.3,125.2,91.0,77.3,1.18,22.06,9144,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27402_58070_916334,27402,Par3,1.9,3.4,13.3,9.9,1.34,14.39,751,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27402_58070_916335,27402,Par3,188.4,199.1,121.8,92.0,1.32,16.09,5424,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27402_58070_916336,27402,Par3,5.1,6.3,16.8,15.1,1.11,27.76,1864,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27402_58070_916337,27402,Par3,117.5,119.7,89.0,82.8,1.07,27.1,10160,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27402_58070_916338,27402,Par3,23.4,26.9,34.1,29.6,1.15,35.23,2936,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27402_58070_916339,27402,Par3,167.5,176.7,113.0,89.0,1.27,17.82,6348,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27402_58070_916340,27402,Par3,147.2,152.7,104.2,85.6,1.22,21.82,8509,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27402_58070_916341,27402,Par3,126.7,130.8,93.5,77.9,1.2,21.75,9143,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27402_58070_916342,27402,Par3,149.2,154.2,105.2,86.2,1.22,22.79,8866,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27402_58070_916343,27402,Par3,158.1,164.1,109.9,89.4,1.23,19.54,8335,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27402_58070_916344,27402,Par3,13.9,15.4,28.6,28.1,1.02,25.07,4197,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27402_58070_916345,27402,Par3,100.9,103.2,79.7,79.7,1.0,29.25,9523,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27402_58070_916346,27402,Par3,7.5,8.8,20.2,20.0,1.01,28.94,2669,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27402_58070_916347,27402,Par3,16.4,18.5,28.1,47.9,0.59,43.06,2808,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27402_58070_916348,27402,Par3,127.0,131.6,93.5,86.9,1.08,21.97,8702,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27402_58070_916349,27402,Par3,22.9,25.1,36.0,34.0,1.06,26.86,4971,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27402_58070_916350,27402,Par3,92.2,95.2,75.0,82.5,0.91,27.37,8844,"Club name 'Par3' appears to be a round/course name, not a real club"
