severity,category,shot_id,session_id,club,carry,total,ball_speed,club_speed,smash,launch_angle,back_spin,reason
MEDIUM,club_normalization,27563_58413_921779,27563,Simtour,6.0,6.6,17.9,18.7,0.96,28.68,2932,"Club name 'Simtour' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27563_58413_921780,27563,Simtour,143.9,151.2,100.7,85.7,1.18,23.51,7134,"Club name 'Simtour' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27563_58413_921781,27563,Simtour,234.6,247.9,145.5,96.7,1.5,9.87,4740,"Club name 'Simtour' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27563_58413_921782,27563,Simtour,157.9,163.8,109.1,85.7,1.27,23.75,8276,"Club name 'Simtour' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27563_58413_921783,27563,Simtour,237.7,252.0,142.8,100.4,1.42,13.25,4598,"Club name 'Simtour' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27563_58413_921784,27563,Simtour,159.2,165.4,109.5,88.6,1.24,22.2,8259,"Club name 'Simtour' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27563_58413_921785,27563,Simtour,79.4,79.7,68.4,76.0,0.9,32.02,10248,"Club name 'Simtour' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27563_58413_921786,27563,Simtour,219.0,231.4,136.6,105.3,1.3,15.07,5318,"Club name 'Simtour' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27563_58413_921787,27563,Simtour,192.1,202.6,123.1,90.9,1.35,19.06,6027,"Club name 'Simtour' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27563_58413_921788,27563,Simtour,88.5,90.1,73.2,76.5,0.96,32.39,9585,"Club name 'Simtour' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27563_58413_921789,27563,Simtour,236.1,251.2,148.1,98.2,1.51,7.38,3531,"Club name 'Simtour' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27563_58413_921790,27563,Simtour,257.7,274.2,149.1,99.1,1.5,11.86,3561,"Club name 'Simtour' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27563_58413_921791,27563,Simtour,25.3,28.5,35.2,47.9,0.73,42.43,3134,"Club name 'Simtour' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27563_58413_921792,27563,Simtour,141.2,149.3,98.5,84.1,1.17,22.45,6589,"Club name 'Simtour' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27563_58413_921793,27563,Simtour,231.1,245.4,143.8,98.8,1.46,9.26,4135,"Club name 'Simtour' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27563_58413_921794,27563,Simtour,2.1,3.7,14.3,10.6,1.35,14.42,833,"Club name 'Simtour' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27563_58413_921795,27563,Simtour,199.6,211.7,125.1,92.9,1.35,18.24,5188,"Club name 'Simtour' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27563_58413_921796,27563,Simtour,1.5,30.4,154.8,108.0,1.43,-2.63,-989,"Club name 'Simtour' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27563_58413_921797,27563,Simtour,244.1,258.8,146.0,104.6,1.4,11.99,4340,"Club name 'Simtour' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27563_58413_921798,27563,Simtour,228.3,242.6,139.4,105.2,1.33,11.22,4185,"Club name 'Simtour' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27563_58413_921799,27563,Simtour,5.2,6.2,17.7,15.5,1.14,24.79,1851,"Club name 'Simtour' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27563_58413_921800,27563,Simtour,109.3,113.9,83.3,81.3,1.02,27.19,8149,"Club name 'Simtour' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27698_58745_926352,27698,Par3,163.1,167.9,112.8,92.4,1.22,22.15,9174,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27698_58745_926353,27698,Par3,172.2,177.4,117.8,90.3,1.3,21.09,9028,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27698_58745_926354,27698,Par3,135.1,137.2,98.8,87.0,1.14,25.65,10605,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27698_58745_926355,27698,Par3,179.2,188.2,118.5,92.3,1.28,17.6,6747,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27698_58745_926356,27698,Par3,10.6,12.2,23.6,21.5,1.1,30.83,2930,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27698_58745_926357,27698,Par3,53.8,56.7,60.9,60.9,1.0,17.33,8126,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27698_58745_926358,27698,Par3,149.2,154.5,104.9,89.9,1.17,21.43,8795,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27698_58745_926359,27698,Par3,14.5,15.6,26.9,33.8,0.8,33.48,4116,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27698_58745_926360,27698,Par3,118.4,124.1,88.8,85.6,1.04,32.76,7279,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27698_58745_926361,27698,Par3,3.0,4.0,13.5,11.0,1.23,23.64,1400,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27698_58745_926362,27698,Par3,140.3,141.5,101.9,88.5,1.15,23.86,11401,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27698_58745_926363,27698,Par3,6.8,7.8,19.2,18.9,1.02,29.5,2713,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27698_58745_926364,27698,Par3,210.0,221.8,131.9,99.2,1.33,15.44,5550,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27698_58745_926365,27698,Par3,164.6,169.3,114.0,88.5,1.29,22.0,9289,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27698_58745_926366,27698,Par3,104.8,106.8,82.4,83.2,0.99,32.22,9753,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27698_58745_926367,27698,Par3,169.5,174.3,116.6,91.8,1.27,22.25,9222,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27698_58745_926368,27698,Par3,153.4,159.2,106.7,90.4,1.18,20.95,8439,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27698_58745_926369,27698,Par3,22.2,24.3,38.0,39.6,0.96,21.46,5443,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27698_58745_926370,27698,Par3,19.7,21.2,31.9,38.4,0.83,31.27,4724,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27698_58745_926371,27698,Par3,159.5,163.1,111.8,87.5,1.28,23.14,9917,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27698_58745_926372,27698,Par3,2.5,3.5,13.2,11.0,1.2,20.34,1488,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27698_58745_926373,27698,Par3,149.3,151.6,106.5,89.2,1.19,23.18,10739,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27698_58745_926374,27698,Par3,146.5,150.9,103.7,87.5,1.19,23.1,9310,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27698_58745_926375,27698,Par3,0.9,1.6,7.9,6.8,1.16,21.37,749,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27698_58745_926376,27698,Par3,161.2,164.6,113.0,91.3,1.24,22.89,10106,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27698_58745_926377,27698,Par3,2.1,3.6,13.1,9.8,1.34,16.48,688,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27698_58745_926378,27698,Par3,182.4,189.6,121.7,93.6,1.3,19.48,7962,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27698_58745_926379,27698,Par3,10.5,12.0,23.8,23.9,1.0,29.07,3198,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,27698_58745_926380,27698,Par3,131.2,134.9,95.7,88.1,1.09,27.16,9262,"Club name 'Par3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43976_90253_1360703,43976,dpt scottsdale sgt1,11.0,13.0,23.0,24.6,0.93,37.09,2075,"Club name 'dpt scottsdale sgt1' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43976_90253_1360704,43976,dpt scottsdale sgt1,213.0,225.7,132.5,88.5,1.5,14.1,5097,"Club name 'dpt scottsdale sgt1' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43976_90253_1360705,43976,dpt scottsdale sgt1,266.4,285.6,156.2,107.7,1.45,10.1,2486,"Club name 'dpt scottsdale sgt1' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43974_90251_1360665,43974,8 Iron Magnolia,169.4,177.3,114.4,90.0,1.27,17.84,7328,"Club name '8 Iron Magnolia' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43974_90251_1360666,43974,8 Iron Magnolia,153.0,162.3,105.1,88.2,1.19,17.73,5991,"Club name '8 Iron Magnolia' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43974_90251_1360667,43974,8 Iron Magnolia,173.7,181.5,116.5,89.7,1.3,18.9,7477,"Club name '8 Iron Magnolia' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43974_90251_1360668,43974,8 Iron Magnolia,164.4,173.3,110.6,87.9,1.26,18.68,6513,"Club name '8 Iron Magnolia' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43974_90251_1360669,43974,8 Iron Magnolia,184.1,192.2,121.9,90.1,1.35,20.63,7321,"Club name '8 Iron Magnolia' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43974_90251_1360670,43974,8 Iron Magnolia,181.0,189.3,119.5,90.7,1.32,20.02,7158,"Club name '8 Iron Magnolia' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43974_90251_1360671,43974,8 Iron Magnolia,179.2,186.7,119.9,89.9,1.33,18.25,7741,"Club name '8 Iron Magnolia' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43974_90251_1360672,43974,8 Iron Magnolia,166.1,172.6,113.6,90.0,1.26,21.44,8075,"Club name '8 Iron Magnolia' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43974_90251_1360673,43974,8 Iron Magnolia,179.7,188.2,119.0,88.7,1.34,19.9,7062,"Club name '8 Iron Magnolia' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43974_90251_1360674,43974,8 Iron Magnolia,153.7,157.8,108.1,86.8,1.25,22.52,9548,"Club name '8 Iron Magnolia' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43973_90250_1360654,43973,9 Iron Magnolia,158.6,163.2,110.5,88.7,1.25,21.14,9359,"Club name '9 Iron Magnolia' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43973_90250_1360655,43973,9 Iron Magnolia,161.2,165.1,112.7,89.5,1.26,22.46,9756,"Club name '9 Iron Magnolia' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43973_90250_1360656,43973,9 Iron Magnolia,133.7,139.6,96.4,85.4,1.13,21.5,7963,"Club name '9 Iron Magnolia' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43973_90250_1360657,43973,9 Iron Magnolia,163.8,168.3,113.6,87.6,1.3,18.49,9586,"Club name '9 Iron Magnolia' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43973_90250_1360658,43973,9 Iron Magnolia,157.0,161.5,109.4,88.7,1.23,21.05,9427,"Club name '9 Iron Magnolia' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43973_90250_1360659,43973,9 Iron Magnolia,161.7,166.1,112.1,89.4,1.25,20.16,9548,"Club name '9 Iron Magnolia' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43973_90250_1360660,43973,9 Iron Magnolia,148.8,152.6,105.4,85.1,1.24,22.21,9759,"Club name '9 Iron Magnolia' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43973_90250_1360661,43973,9 Iron Magnolia,153.8,158.8,107.8,86.5,1.25,18.24,9132,"Club name '9 Iron Magnolia' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43973_90250_1360662,43973,9 Iron Magnolia,151.9,156.1,107.0,86.9,1.23,18.81,9688,"Club name '9 Iron Magnolia' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43973_90250_1360663,43973,9 Iron Magnolia,162.1,167.0,112.1,85.5,1.31,19.22,9282,"Club name '9 Iron Magnolia' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43973_90250_1360664,43973,9 Iron Magnolia,150.3,154.7,105.7,86.2,1.23,22.21,9306,"Club name '9 Iron Magnolia' appears to be a round/course name, not a real club"
MEDIUM,extreme_spin,43164_88883_1341201,43164,Driver,220.1,254.1,158.7,113.1,1.4,14.05,649,"back_spin=649 rpm below Driver range (expected 1200-4500) — likely topped/thinned, club='Driver'"
MEDIUM,extreme_spin,43164_88883_1341203,43164,Driver,281.3,309.1,156.9,113.2,1.39,14.79,1190,"back_spin=1190 rpm below Driver range (expected 1200-4500) — likely topped/thinned, club='Driver'"
MEDIUM,extreme_spin,43164_88884_1341216,43164,9 Iron,157.3,160.9,110.3,90.2,1.22,20.09,10194,back_spin=10194 rpm above Short Iron range (expected 4000-10000) — club='9 Iron'
MEDIUM,extreme_spin,43032_88640_1337508,43032,1 Iron,137.5,138.1,101.3,88.7,1.14,27.03,11419,back_spin=11419 rpm above Long Iron range (expected 2500-7500) — club='1 Iron'
MEDIUM,extreme_spin,43032_88640_1337510,43032,1 Iron,300.3,321.9,162.7,114.6,1.42,11.91,2403,"back_spin=2403 rpm below Long Iron range (expected 2500-7500) — likely topped/thinned, club='1 Iron'"
MEDIUM,extreme_spin,43032_88640_1337511,43032,1 Iron,132.7,133.1,98.8,87.2,1.13,27.68,11484,back_spin=11484 rpm above Long Iron range (expected 2500-7500) — club='1 Iron'
MEDIUM,extreme_spin,43032_88640_1337512,43032,1 Iron,134.2,137.0,98.0,87.6,1.12,26.98,9945,back_spin=9945 rpm above Long Iron range (expected 2500-7500) — club='1 Iron'
MEDIUM,extreme_spin,43032_88640_1337513,43032,1 Iron,99.6,101.8,79.8,87.4,0.91,34.27,9280,back_spin=9280 rpm above Long Iron range (expected 2500-7500) — club='1 Iron'
MEDIUM,extreme_spin,43032_88640_1337515,43032,1 Iron,115.4,114.6,89.9,86.9,1.03,31.08,11818,back_spin=11818 rpm above Long Iron range (expected 2500-7500) — club='1 Iron'
MEDIUM,extreme_spin,43032_88640_1337517,43032,1 Iron,299.6,323.6,165.4,113.1,1.46,11.75,1769,"back_spin=1769 rpm below Long Iron range (expected 2500-7500) — likely topped/thinned, club='1 Iron'"
MEDIUM,extreme_spin,43032_88640_1337518,43032,1 Iron,303.8,327.4,164.9,113.3,1.46,13.75,1932,"back_spin=1932 rpm below Long Iron range (expected 2500-7500) — likely topped/thinned, club='1 Iron'"
MEDIUM,extreme_spin,43032_88640_1337521,43032,1 Iron,129.4,130.1,96.5,87.3,1.11,27.61,11309,back_spin=11309 rpm above Long Iron range (expected 2500-7500) — club='1 Iron'
MEDIUM,extreme_spin,43032_88640_1337527,43032,1 Iron,176.7,183.8,119.1,90.3,1.32,23.5,7749,back_spin=7749 rpm above Long Iron range (expected 2500-7500) — club='1 Iron'
MEDIUM,extreme_spin,43032_88640_1337528,43032,1 Iron,311.6,337.3,167.9,119.4,1.41,13.08,1574,"back_spin=1574 rpm below Long Iron range (expected 2500-7500) — likely topped/thinned, club='1 Iron'"
MEDIUM,extreme_spin,43032_88640_1337533,43032,1 Iron,106.8,109.7,83.3,81.4,1.02,32.75,9060,back_spin=9060 rpm above Long Iron range (expected 2500-7500) — club='1 Iron'
MEDIUM,extreme_spin,43032_88640_1337535,43032,1 Iron,284.7,307.2,152.5,107.8,1.41,14.38,2053,"back_spin=2053 rpm below Long Iron range (expected 2500-7500) — likely topped/thinned, club='1 Iron'"
MEDIUM,extreme_spin,43032_88640_1337537,43032,1 Iron,305.4,324.7,160.5,113.5,1.41,14.84,2157,"back_spin=2157 rpm below Long Iron range (expected 2500-7500) — likely topped/thinned, club='1 Iron'"
MEDIUM,extreme_spin,43032_88640_1337541,43032,1 Iron,92.8,96.9,75.6,80.6,0.94,36.77,7519,back_spin=7519 rpm above Long Iron range (expected 2500-7500) — club='1 Iron'
MEDIUM,extreme_spin,43032_88640_1337545,43032,1 Iron,279.6,302.5,151.9,112.2,1.35,21.51,2067,"back_spin=2067 rpm below Long Iron range (expected 2500-7500) — likely topped/thinned, club='1 Iron'"
MEDIUM,extreme_spin,43032_88640_1337547,43032,1 Iron,166.3,171.2,115.0,90.8,1.27,23.88,9025,back_spin=9025 rpm above Long Iron range (expected 2500-7500) — club='1 Iron'
MEDIUM,extreme_spin,43032_88640_1337550,43032,1 Iron,147.0,152.8,103.1,88.4,1.17,24.53,8240,back_spin=8240 rpm above Long Iron range (expected 2500-7500) — club='1 Iron'
MEDIUM,extreme_spin,43032_88640_1337551,43032,1 Iron,1.3,1.7,8.7,8.8,0.99,27.53,1227,"back_spin=1227 rpm below Long Iron range (expected 2500-7500) — likely topped/thinned, club='1 Iron'"
MEDIUM,extreme_spin,43032_88640_1337554,43032,1 Iron,274.7,301.9,159.6,112.2,1.42,13.38,1212,"back_spin=1212 rpm below Long Iron range (expected 2500-7500) — likely topped/thinned, club='1 Iron'"
MEDIUM,extreme_spin,43032_88640_1337555,43032,1 Iron,94.2,96.5,76.6,85.9,0.89,34.88,8994,back_spin=8994 rpm above Long Iron range (expected 2500-7500) — club='1 Iron'
